host_name	match	taxid	group	n.genomes	correction	corrected.taxid	reassigned
colobopsis nipponica	colobopsis nipponica	2681982	EXACT	1	NA	NA	NA
colobus guereza	colobus guereza	33548	EXACT	1	NA	NA	NA
colocasia	colocasia	214093	EXACT	1	NA	NA	NA
colocasia esculenta (taro)	colocasia esculenta	4460	CONFIDENT	5	NA	NA	NA
colpophyllia natans	colpophyllia natans	242718	EXACT	2	NA	NA	NA
columba	columba	8931	EXACT	1	NA	NA	NA
columba livia	columba livia	8932	EXACT	17	NA	NA	NA
columba livia domestica	columba livia domestica	8932	EXACT	3	NA	NA	NA
columbicola wolffhuegeli	columbicola wolffhuegeli	470262	EXACT	1	NA	NA	NA
comarum salesovianum	comarum salesovianum	210861	EXACT	1	NA	NA	NA
comb pen shell, atrina sp.	atrina pectinata	49198	CONFIDENT	1	NA	NA	NA
combretum erythrophyllum	combretum erythrophyllum	507406	EXACT	1	NA	NA	NA
commiphora wightii	commiphora wightii	246360	EXACT	1	NA	NA	NA
common bean	phaseolus vulgaris	3885	CONFIDENT	7	NA	NA	NA
common chimpanzee	pan troglodytes	9598	CONFIDENT	4	NA	NA	NA
common dolphin	common dolphin	9728	EXACT	1	NA	NA	NA
common eggfly, hypolimnas bolina	hypolimnas bolina	76215	CONFIDENT	1	NA	NA	NA
common green bottle fly, lucilia sericata	lucilia sericata	13632	CONFIDENT	1	NA	NA	NA
common hazel, corylus avellana	corylus avellana	13451	CONFIDENT	4	NA	NA	NA
common horse chestnut, aesculus hippocastanum	aesculus hippocastanum	43364	CONFIDENT	6	NA	NA	NA
common horse fly, haematopota pluvialis	haematopota pluvialis	178770	CONFIDENT	1	NA	NA	NA
common hyacinth, hyacinthus orientalis	hyacinthus orientalis	82025	CONFIDENT	1	NA	NA	NA
common iguana, iguana iguana	iguana iguana	8517	CONFIDENT	1	NA	NA	NA
common loon	common loon	37039	EXACT	1	NA	NA	NA
common marmosets	callithrix jacchus	9483	CONFIDENT	3	NA	NA	NA
common oleander, nerium oleander	nerium oleander	63479	CONFIDENT	1	NA	NA	NA
common olive, olea europaea	olea europaea	4146	CONFIDENT	3	NA	NA	NA
common sunflower, helianthus annuus	helianthus annuus	4232	CONFIDENT	1	NA	NA	NA
common tobacco, nicotiana tabacum	nicotiana tabacum	4097	CONFIDENT	26	NA	NA	NA
common vole, microtus arvalis	microtus arvalis	47230	CONFIDENT	1	NA	NA	NA
common wood pigeon, columba palumbus	columba palumbus	8934	CONFIDENT	1	NA	NA	NA
companion animal	na	4058	CONFIDENT	5	NA	NA	NA
companion dog	canis lupus familiaris	9615	CONFIDENT	1	NA	NA	NA
comptonia peregrina	comptonia peregrina	29742	EXACT	2	NA	NA	NA
comscasia	Comscasia scandens	NA	CORRECTION	1	Comscasia scandens	NA	TRUE
connochaetes taurinus	connochaetes taurinus	9927	EXACT	2	NA	NA	NA
conolophus subcristatus	conolophus subcristatus	31140	EXACT	6	NA	NA	NA
conus coronatus	conus coronatus	89441	EXACT	1	NA	NA	NA
conus ebraeus	conus ebraeus	89425	EXACT	1	NA	NA	NA
conus emaciatus	conus emaciatus	89442	EXACT	1	NA	NA	NA
conus flavidus	conus flavidus	101302	EXACT	1	NA	NA	NA
conus miles	conus miles	69564	EXACT	1	NA	NA	NA
convolvulus arvensis	convolvulus arvensis	4123	EXACT	1	NA	NA	NA
cooking banana; cultivar saba	musa acuminata subsp zebrina	4641	CONFIDENT	1	NA	NA	NA
copepod	Maxillopoda	NA	CORRECTION	1	Maxillopoda	NA	TRUE
coragyps atratus	coragyps atratus	33614	EXACT	2	NA	NA	NA
coral	Anthozoa	6101	CORRECTION	22	Anthozoa	6101	TRUE
coral vine, kennedia coccinea	kennedia coccinea	556511	CONFIDENT	1	NA	NA	NA
coral, fungia granulosa	fungia granulosa	486207	CONFIDENT	2	NA	NA	NA
corallium rubrum	corallium rubrum	142104	EXACT	1	NA	NA	NA
corallus batesii	corallus batesii	1035938	EXACT	1	NA	NA	NA
corallus caninus	corallus caninus	51861	EXACT	1	NA	NA	NA
corchorus olitorius	corchorus olitorius	93759	EXACT	2	NA	NA	NA
corcyra cephalonica	corcyra cephalonica	139036	EXACT	2	NA	NA	NA
cordgrass, spartina alterniflora	spartina alterniflora	29706	CONFIDENT	2	NA	NA	NA
cordia dichotoma	cordia dichotoma	992840	EXACT	1	NA	NA	NA
cordyceps militaris	cordyceps militaris	73501	EXACT	1	NA	NA	NA
coregonus clupeaformis (lake whitefish)	coregonus clupeaformis	59861	CONFIDENT	1	NA	NA	NA
coregonus peled	coregonus peled	107322	EXACT	1	NA	NA	NA
coreius guichenoti	coreius guichenoti	328532	EXACT	1	NA	NA	NA
coreoleuciscus splendidus	coreoleuciscus splendidus	354116	EXACT	1	NA	NA	NA
corethrodendron multijugum	corethrodendron multijugum	1402425	EXACT	1	NA	NA	NA
coriander, coriandrum sativum	coriandrum sativum	4047	CONFIDENT	1	NA	NA	NA
coriandrum sativum	coriandrum sativum	4047	EXACT	7	NA	NA	NA
coriaria myrtifolia	coriaria myrtifolia	3460	EXACT	2	NA	NA	NA
coriaria nepalensis	coriaria nepalensis	79760	EXACT	4	NA	NA	NA
cormorant	cormorant	9209	EXACT	2	NA	NA	NA
corn	corn	381124	EXACT	3	NA	NA	NA
cornitermes sp.	isoptera	1912919	CONFIDENT	61	NA	NA	NA
cornsnake, pantherophis guttatus guttatus	pantherophis guttatus	94885	CONFIDENT	1	NA	NA	NA
correlophus ciliatus	correlophus ciliatus	143539	EXACT	5	NA	NA	NA
corvus	corvus	30420	EXACT	3	NA	NA	NA
corvus brachyrhynchos	corvus brachyrhynchos	85066	EXACT	4	NA	NA	NA
corvus capensis	corvus capensis	1196224	EXACT	1	NA	NA	NA
corvus corone	corvus corone	30422	EXACT	2	NA	NA	NA
corvus frugilegus	corvus frugilegus	75140	EXACT	13	NA	NA	NA
corvus macrorhynchos	corvus macrorhynchos	36249	EXACT	2	NA	NA	NA
corylus avellana	corylus avellana	13451	EXACT	3	NA	NA	NA
corylus avellena	corylus avellana	13451	CONFIDENT	10	NA	NA	NA
corylus colurna	corylus colurna	101193	EXACT	1	NA	NA	NA
corylus maxima	corylus maxima	126985	EXACT	6	NA	NA	NA
corymbia citriodora	corymbia citriodora	34329	EXACT	3	NA	NA	NA
corynorhinus townsendii	corynorhinus townsendii	124745	EXACT	3	NA	NA	NA
coryphodema tristis	coryphodema tristis	1637802	EXACT	1	NA	NA	NA
coscinium fenestratum	coscinium fenestratum	483232	EXACT	4	NA	NA	NA
coscinoderma matthewsi	Coscinoderma matthewsi	NA	CORRECTION	38	Coscinoderma matthewsi	NA	TRUE
coscinodiscus radiatus	coscinodiscus radiatus	33642	EXACT	1	NA	NA	NA
coscinodiscus wailesii	coscinodiscus wailesii	671091	EXACT	1	NA	NA	NA
cosmozosteria sp.	unclassified cosmozosteria	2634967	CONFIDENT	1	NA	NA	NA
costelytra giveni	Costelytra giveni	NA	CORRECTION	1	Costelytra giveni	NA	TRUE
costelytra zealandica	costelytra zealandica	50579	EXACT	1	NA	NA	NA
costus igneus	costus igneus	168191	EXACT	4	NA	NA	NA
cotinis nitida	cotinis nitida	1804801	EXACT	1	NA	NA	NA
cotinis nitida (green june beetle)	cotinis nitida	1804801	CONFIDENT	1	NA	NA	NA
cotinus coggygria	cotinus coggygria	269719	EXACT	1	NA	NA	NA
cotton	cotton	3635	EXACT	22	NA	NA	NA
cotton bollworm, helicoverpa armigera	helicoverpa armigera	29058	CONFIDENT	1	NA	NA	NA
cotton rat, sigmodon sp.	sigmodon	42414	CONFIDENT	1	NA	NA	NA
cotton rhizosphere	na	71139	CONFIDENT	1	NA	NA	NA
cotton, gossypium hirsutum	gossypium hirsutum	3635	CONFIDENT	12	NA	NA	NA
cotton-top tamarin	cotton-top tamarin	9490	EXACT	4	NA	NA	NA
cotton-top tamarin, saguinus oedipus	saguinus oedipus	9490	CONFIDENT	1	NA	NA	NA
cottontail rabbit, sylvilagus	sylvilagus floridanus	9988	CONFIDENT	2	NA	NA	NA
cottonwood	populus trichocarpa	3694	CONFIDENT	1	NA	NA	NA
cottonwood poplar, populus deltoides	populus deltoides	3696	CONFIDENT	42	NA	NA	NA
cougar	puma concolor	9696	CONFIDENT	1	NA	NA	NA
cow	cow	9913	EXACT	989	NA	NA	NA
cow, bos taurus	bos taurus	9913	CONFIDENT	7820	NA	NA	NA
cow, bos taurus/pig, sus scrofa	bovidae+suidae	9913	CONFIDENT	1	NA	NA	NA
cowpea	cowpea	3920	EXACT	11	NA	NA	NA
cowpea, vigna unguiculata	vigna unguiculata	3917	CONFIDENT	1	NA	NA	NA
cows	bos taurus	9913	CONFIDENT	2	NA	NA	NA
coyote, canis latrans	canis latrans	9614	CONFIDENT	6	NA	NA	NA
coypu	coypu	10157	EXACT	1	NA	NA	NA
crab	malacostraca	6681	CONFIDENT	6	NA	NA	NA
crab grass	digitaria sanguinalis	121769	CONFIDENT	1	NA	NA	NA
crabapple	malus domestica	3750	CONFIDENT	1	NA	NA	NA
crambe hispanica subsp. abyssinica	crambe hispanica subsp. abyssinica	3721	EXACT	6	NA	NA	NA
crambe sp.	NA	NA	CORRECTION	3	NA	NA	TRUE
cranberry	vaccinium macrocarpon	13750	CONFIDENT	9	NA	NA	NA
craniella sp.	craniella is not aecificecies, but rather a genus the best ncbi taxonomy entry for "craniella" would be craniella (taxid: 6044)	None	CONFIDENT	1	NA	NA	NA
craniellae sp.	craniella	496416	CONFIDENT	1	NA	NA	NA
crassostrea	crassostrea	6564	EXACT	2	NA	NA	NA
crassostrea corteziensis	crassostrea corteziensis	396373	EXACT	1	NA	NA	NA
crassostrea gigas	crassostrea gigas	29159	EXACT	27	NA	NA	NA
crassostrea gigas (oyster)	crassostrea gigas	29159	CONFIDENT	1	NA	NA	NA
crassostrea gigas (pacific oyster)	crassostrea gigas	29159	CONFIDENT	3	NA	NA	NA
crassostrea rhizophorae	crassostrea rhizophorae	37643	EXACT	1	NA	NA	NA
crassulaceae	crassulaceae	3781	EXACT	1	NA	NA	NA
crataegus mollis	crataegus mollis	36593	EXACT	1	NA	NA	NA
crataegus monogyna	crataegus monogyna	140997	EXACT	2	NA	NA	NA
crategus cuneata	crataegus cuneata	2741994	CONFIDENT	1	NA	NA	NA
crategus monogyna	crataegus monogyna	140997	CONFIDENT	1	NA	NA	NA
crawfish	procambarus acutus	197206	CONFIDENT	4	NA	NA	NA
crayfish	crayfish	6724	EXACT	5	NA	NA	NA
crested tern	thalasseus bergii	1843445	CONFIDENT	4	NA	NA	NA
cretan ibex	capra aegagrus cretica	123799	CONFIDENT	1	NA	NA	NA
cricetinae	cricetinae	10026	EXACT	1	NA	NA	NA
cricetomys sp	cricetomys	10084	CONFIDENT	2	NA	NA	NA
cricetulus griseus	cricetulus griseus	10029	EXACT	1	NA	NA	NA
cricetulus migratorius	cricetulus migratorius	10032	EXACT	3	NA	NA	NA
cricket	gryllidae	6995	CONFIDENT	4	NA	NA	NA
crithmum maritimum	crithmum maritimum	40916	EXACT	6	NA	NA	NA
crocidura sp.	crocidura sp.	2932475	EXACT	1	NA	NA	NA
crocodile lizard	crocodile lizard	52224	EXACT	3	NA	NA	NA
crocodile, crocodylus sp.	crocodylus	8500	CONFIDENT	1	NA	NA	NA
crocodylus acutus	crocodylus acutus	48399	EXACT	2	NA	NA	NA
crocodylus mindorensis	crocodylus mindorensis	184236	EXACT	2	NA	NA	NA
crocodylus porosus	crocodylus porosus	8502	EXACT	2	NA	NA	NA
crocodylus rhombifer	crocodylus rhombifer	184239	EXACT	2	NA	NA	NA
crocodylus siamensis	crocodylus siamensis	68455	EXACT	1	NA	NA	NA
crocus sativus	crocus sativus	82528	EXACT	3	NA	NA	NA
crocus sativus (saffron)	crocus sativus	82528	CONFIDENT	1	NA	NA	NA
crocuta crocuta	crocuta crocuta	9678	EXACT	8	NA	NA	NA
crossbred cattle	bos taurus x bos indicus	30522	CONFIDENT	1	NA	NA	NA
crotalaria pallida	crotalaria pallida	3830	EXACT	2	NA	NA	NA
crotalaria pumila	crotalaria pumila	247889	EXACT	1	NA	NA	NA
crotalaria spectabilis	crotalaria spectabilis	517187	EXACT	1	NA	NA	NA
crotalus horridus	crotalus horridus	35024	EXACT	1	NA	NA	NA
crotalus viridis	crotalus viridis	8739	EXACT	1	NA	NA	NA
crow	corvus brachyrhynchos	85066	CONFIDENT	99	NA	NA	NA
crow, corvus sp.	corvus	30420	CONFIDENT	4	NA	NA	NA
crown pigeon	goura cristata	115654	CONFIDENT	1	NA	NA	NA
crucian	carassius carassius	217509	CONFIDENT	2	NA	NA	NA
crucian carp	crucian carp	217509	EXACT	4	NA	NA	NA
crucian carp, carassius carassius	carassius carassius	217509	CONFIDENT	2	NA	NA	NA
cruciferous plant	brassicales	3699	CONFIDENT	1	NA	NA	NA
cruorifilaria tuberocauda	cruorifilaria tuberocauda	1766051	EXACT	1	NA	NA	NA
crustacean	malacostraca	6681	CONFIDENT	2	NA	NA	NA
crustacean, daphnia magna	daphnia magna	35525	CONFIDENT	1	NA	NA	NA
crustacean, penaeus sp.	penaeus	133894	CONFIDENT	1	NA	NA	NA
cryoconite	NA	NA	CORRECTION	1	NA	NA	TRUE
cryptocercus clevelandi	cryptocercus clevelandi	119679	EXACT	1	NA	NA	NA
cryptocercus kyebangensis	cryptocercus kyebangensis	161578	EXACT	2	NA	NA	NA
cryptocercus punctulatus	cryptocercus punctulatus	36984	EXACT	11	NA	NA	NA
cryptomeria fortunei	cryptomeria fortunei	99810	EXACT	3	NA	NA	NA
cryptopsaras couesii	cryptopsaras couesii	412659	EXACT	5	NA	NA	NA
cryptotaenia japonica hassk. (japanese honewort (mitsuba))	cryptotaenia japonica	48117	CONFIDENT	1	NA	NA	NA
cryptotympana atrata	cryptotympana atrata	678702	EXACT	1	NA	NA	NA
cryptotympana facialis	cryptotympana facialis	911377	EXACT	1	NA	NA	NA
ctena orbiculata	ctena orbiculata	244472	EXACT	25	NA	NA	NA
ctenarytaina eucalypti	ctenarytaina eucalypti	121841	EXACT	1	NA	NA	NA
ctenarytaina fuchsiae	ctenarytaina fuchsiae	2005030	EXACT	1	NA	NA	NA
ctenarytaina spatulata	ctenarytaina spatulata	121843	EXACT	1	NA	NA	NA
ctenidium molluscum	ctenidium molluscum	90309	EXACT	1	NA	NA	NA
ctenocephalides felis	ctenocephalides felis	7515	EXACT	4	NA	NA	NA
ctenocephalides felis orientis	ctenocephalides felis orientis	1469616	EXACT	1	NA	NA	NA
ctenopharyngodon idella (grass carp)	ctenopharyngodon idella	7959	CONFIDENT	1	NA	NA	NA
ctenophthalmus orientalis	ctenophthalmus orientalis		NONMATCHING	1	NA	NA	NA
ctenophthalmus teres	Ctenophthalmus teres	NA	CORRECTION	1	Ctenophthalmus teres	NA	TRUE
cubitermes ugandensis	cubitermes ugandensis	1236676	EXACT	31	NA	NA	NA
cucumber	cucumber	869827	EXACT	33	NA	NA	NA
cucumber, cucumis sativus	cucumis sativus	3659	CONFIDENT	29	NA	NA	NA
cucumis melo	cucumis melo	3656	EXACT	11	NA	NA	NA
cucumis sativus	cucumis sativus	3659	EXACT	6	NA	NA	NA
cucumis sativus l.	cucumis sativus	3659	CONFIDENT	1	NA	NA	NA
cucurbita maxima	cucurbita maxima	3661	EXACT	3	NA	NA	NA
cucurbita moschata	cucurbita moschata	3662	EXACT	1	NA	NA	NA
cucurbita pepo	cucurbita pepo	3663	EXACT	7	NA	NA	NA
cucurbita pepo ssp. texana	zea mays subsp parvifolia	4577	CONFIDENT	1	NA	NA	NA
cucurbita pepo subsp. pepo	cucurbita pepo subsp. pepo	3664	EXACT	23	NA	NA	NA
cucurbita pepo var. melopepo	cucurbita pepo var. melopepo	3665	EXACT	1	NA	NA	NA
cucurbita pepo var. texana	cucurbita pepo var. texana	37651	EXACT	2	NA	NA	NA
cui henglin	NA	NA	CORRECTION	1	NA	NA	TRUE
culex pipiens	culex pipiens	7175	EXACT	5	NA	NA	NA
culex quinquefasciatus	culex quinquefasciatus	7176	EXACT	2	NA	NA	NA
culicidae	culicidae	7157	EXACT	5	NA	NA	NA
culicoides newsteadi	culicoides newsteadi	304239	EXACT	1	NA	NA	NA
culicoides punctatus	culicoides punctatus	41821	EXACT	1	NA	NA	NA
culicoides sonorensis	culicoides sonorensis	179676	EXACT	1	NA	NA	NA
cullen corylifolium	cullen corylifolium	429560	EXACT	1	NA	NA	NA
cuminum cyminum	cuminum cyminum	52462	EXACT	1	NA	NA	NA
cunner fish	tautogolabrus adspersus	34787	CONFIDENT	1	NA	NA	NA
cunninghamia lanceolata	cunninghamia lanceolata	28977	EXACT	4	NA	NA	NA
curculio caryae	curculio caryae	13025	EXACT	1	NA	NA	NA
curculionidae_coleoptera	weevils (curculionidae)		NONMATCHING	1	NA	NA	NA
curculionoidea	curculionoidea	71529	EXACT	1	NA	NA	NA
curcuma aromatica	curcuma aromatica	136209	EXACT	1	NA	NA	NA
curcuma longa	curcuma longa	136217	EXACT	5	NA	NA	NA
curcuma wenyujin y.h. chen et c. ling	curcuma wenyujin	136221	CONFIDENT	1	NA	NA	NA
curlew sandpiper	curlew sandpiper	217133	EXACT	2	NA	NA	NA
cuscuta	cuscuta	4128	EXACT	2	NA	NA	NA
cuttlefish	cuttlefish	6608	EXACT	1	NA	NA	NA
cyanobacterium lyngbya cf. aestuarii	lyngbya aestuarii	118322	CONFIDENT	1	NA	NA	NA
cyathea australis	cyathea australis	361531	EXACT	6	NA	NA	NA
cybister lewisianus	cybister lewisianus	1233422	EXACT	2	NA	NA	NA
cycas revoluta	cycas revoluta	3396	EXACT	3	NA	NA	NA
cyclamen	cyclamen	59973	EXACT	2	NA	NA	NA
cyclopia genistoides	cyclopia genistoides	70073	EXACT	1	NA	NA	NA
cyclopia sessiliflora	cyclopia sessiliflora	337842	EXACT	1	NA	NA	NA
cyclops	cyclops	263416	EXACT	2	NA	NA	NA
cyclopterus lumpus	cyclopterus lumpus	8103	EXACT	51	NA	NA	NA
cyclostephanos tholiformis	cyclostephanos tholiformis	382380	EXACT	1	NA	NA	NA
cyclotella cryptica	cyclotella cryptica	29204	EXACT	2	NA	NA	NA
cyclura cornuta	cyclura cornuta	57098	EXACT	1	NA	NA	NA
cygnus	cygnus	8867	EXACT	1	NA	NA	NA
cygnus buccinator	cygnus buccinator	48397	EXACT	1	NA	NA	NA
cylisticus convexus	cylisticus convexus	96835	EXACT	1	NA	NA	NA
cymbidium faberi	cymbidium faberi	112604	EXACT	1	NA	NA	NA
cymbidium goeringii	cymbidium goeringii	112607	EXACT	2	NA	NA	NA
cynara cardunculus var. scolymus	cynara cardunculus var. scolymus	59895	EXACT	2	NA	NA	NA
cynara scolymus	cynara scolymus	59895	EXACT	1	NA	NA	NA
cynodon dactylon	cynodon dactylon	28909	EXACT	1	NA	NA	NA
cynoglossus semilaevis	cynoglossus semilaevis	244447	EXACT	3	NA	NA	NA
cynomys	cynomys	45478	EXACT	1	NA	NA	NA
cynomys ludovicianus	cynomys ludovicianus	45480	EXACT	1	NA	NA	NA
cyperus esculentus	cyperus esculentus	1053340	EXACT	2	NA	NA	NA
cyperus rotundus	cyperus rotundus	512623	EXACT	1	NA	NA	NA
cyphomyrmex sp.	cyphomyrmex sp.	3025846	EXACT	1	NA	NA	NA
cyprinus carpio	cyprinus carpio	7962	EXACT	3	NA	NA	NA
cyprinus carpio 'koi'	cyprinus carpio 'koi'	1499333	EXACT	1	NA	NA	NA
cyprinus carpio var. specularis	cyprinus carpio var. specularis	1628816	EXACT	1	NA	NA	NA
cyrtotria sp.	cyrtotria sp.	2983780	EXACT	1	NA	NA	NA
cystophora cristata	cystophora cristata	39293	EXACT	1	NA	NA	NA
cytisus supranubius	cytisus supranubius	49845	EXACT	1	NA	NA	NA
cytisus villosus	cytisus villosus	49816	EXACT	2	NA	NA	NA
d. daghestanicus	dermacentor daghestanicus		NONMATCHING	1	NA	NA	NA
d. dagistanicus	dicrocoelium dagistanicum		NONMATCHING	1	NA	NA	NA
d. marginatus	dendrobates marginatus		NONMATCHING	4	NA	NA	NA
dactylis glomerata	dactylis glomerata	4509	EXACT	30	NA	NA	NA
dactylopius coccus	dactylopius coccus	765876	EXACT	6	NA	NA	NA
dactylopius opuntiae	dactylopius opuntiae	701504	EXACT	2	NA	NA	NA
dahlia	dahlia	1368174	EXACT	2	NA	NA	NA
dahlia coccinea	dahlia coccinea	41563	EXACT	2	NA	NA	NA
dairy calf	bos taurus	9913	CONFIDENT	1	NA	NA	NA
dairy cattle	bos taurus	9913	CONFIDENT	1475	NA	NA	NA
dairy cattle (with subclinical mastitis)	bos taurus	9913	CONFIDENT	5	NA	NA	NA
dairy cow	dairy cow	9913	EXACT	13	NA	NA	NA
dairy cows	bos taurus	9913	CONFIDENT	1	NA	NA	NA
dalbulus maidis	dalbulus maidis	74065	EXACT	1	NA	NA	NA
dallisgrass, paspalum dilatatum	paspalum dilatatum	313893	CONFIDENT	1	NA	NA	NA
damsel fish	chromis	80974	CONFIDENT	1	NA	NA	NA
danafungia horrida	danafungia horrida	486202	EXACT	1	NA	NA	NA
danaus chrysippus	danaus chrysippus	151541	EXACT	1	NA	NA	NA
danaus plexippus	danaus plexippus	13037	EXACT	3	NA	NA	NA
dandelion	dandelion	50225	EXACT	6	NA	NA	NA
danica	Pseudochorthippus curtipennis danica	NA	CORRECTION	1	Pseudochorthippus curtipennis danica	NA	TRUE
danio rerio	danio rerio	7955	EXACT	1	NA	NA	NA
danio rerio (zebrafish)	danio rerio	7955	CONFIDENT	1	NA	NA	NA
danthonia californica	danthonia californica	65975	EXACT	2	NA	NA	NA
daphnia cucullata (water flea)	daphnia cucullata	42851	CONFIDENT	1	NA	NA	NA
daphnia dentifera	daphnia dentifera	42852	EXACT	1	NA	NA	NA
daphnia obtusa	daphnia obtusa	35527	EXACT	2	NA	NA	NA
daphniphyllum sp.	daphniphyllum sp.	4388	EXACT	1	NA	NA	NA
daphniphyllum teysmannii	daphniphyllum teysmannii	2283362	EXACT	1	NA	NA	NA
dassie, procavia capensis	heterohyrax capensis	9813	CONFIDENT	3	NA	NA	NA
dasypodidae	dasypodidae	9359	EXACT	1	NA	NA	NA
dasyprocta leporina	dasyprocta leporina	42152	EXACT	6	NA	NA	NA
dasypus sp.	dasypus sp.	30574	EXACT	2	NA	NA	NA
dasyurus hallucatus	dasyurus hallucatus	9280	EXACT	1	NA	NA	NA
date palm	date palm	42345	EXACT	2	NA	NA	NA
date palm, phoenix dactylifera	phoenix dactylifera	42345	CONFIDENT	3	NA	NA	NA
datisca glomerata	datisca glomerata	34297	EXACT	2	NA	NA	NA
datura metel	datura metel	35625	EXACT	1	NA	NA	NA
daucus carota	daucus carota	4039	EXACT	4	NA	NA	NA
daucus carota l.	the best ncbi taxonomy entry for "daucus carota l" is: daucus carota	4038	CONFIDENT	1	NA	NA	NA
daucus carota subsp. sativus	daucus carota subsp. sativus	79200	EXACT	1	NA	NA	NA
daucus carota var. sativa	the best ncbi taxonomy entry for "daucus carota var sativa" is: daucus carota subsp sativus	4039	CONFIDENT	1	NA	NA	NA
daucus carrota	daucus carota subsp sativus	4039	CONFIDENT	3	NA	NA	NA
decaying wood	NA	NA	CORRECTION	1	NA	NA	TRUE
deep-water marine sponge	porifera	6040	CONFIDENT	1	NA	NA	NA
deer	deer	9850	EXACT	63	NA	NA	NA
deinagkistrodon acutus	deinagkistrodon acutus	36307	EXACT	1	NA	NA	NA
delisea pulchra	delisea pulchra	40385	EXACT	4	NA	NA	NA
delphinapterus leucas (beluga whale)	delphinapterus_leucas	9749	CONFIDENT	2	NA	NA	NA
delphinidae	delphinidae	9726	EXACT	3	NA	NA	NA
delphinium elatum	delphinium elatum	46247	EXACT	1	NA	NA	NA
delphinium sp.	delphinium	46246	CONFIDENT	3	NA	NA	NA
delphinus delphis	delphinus delphis	9728	EXACT	1	NA	NA	NA
dendrobium	dendrobium	37818	EXACT	1	NA	NA	NA
dendrobium heterocarpum	dendrobium heterocarpum	257361	EXACT	1	NA	NA	NA
dendrobium officinale	dendrobium officinale	142615	EXACT	2	NA	NA	NA
dendrobium scabrilingue	dendrobium scabrilingue	38179	EXACT	1	NA	NA	NA
dendrocephalus brasiliensis	dendrocephalus brasiliensis	91584	EXACT	3	NA	NA	NA
dendrocopos major	dendrocopos major	137523	EXACT	2	NA	NA	NA
dendroctonus rhizophagus	dendroctonus rhizophagus	77169	EXACT	1	NA	NA	NA
dendrocygna viduata	dendrocygna viduata	8876	EXACT	3	NA	NA	NA
dendrolimus sibiricus	dendrolimus sibiricus	420341	EXACT	11	NA	NA	NA
dendropanax trifidus	dendropanax trifidus	96665	EXACT	3	NA	NA	NA
dentex dentex	dentex dentex	94951	EXACT	1	NA	NA	NA
dentiscutata heterogama	dentiscutata heterogama	1316150	EXACT	1	NA	NA	NA
dermacentor	dermacentor	34619	EXACT	5	NA	NA	NA
dermacentor andersoni	dermacentor andersoni	34620	EXACT	13	NA	NA	NA
dermacentor marginatus	dermacentor marginatus	49202	EXACT	1	NA	NA	NA
dermacentor parumapertus	dermacentor parumapertus	60255	EXACT	1	NA	NA	NA
dermacentor reticulatus	dermacentor reticulatus	57047	EXACT	1	NA	NA	NA
dermacentor variabilis	dermacentor variabilis	34621	EXACT	3	NA	NA	NA
dermanyssus gallinae (poultry red mite)	dermanyssus gallinae	34641	CONFIDENT	1	NA	NA	NA
dermatophagoides farinae	dermatophagoides farinae	6954	EXACT	1	NA	NA	NA
deropeltis paulinoi	deropeltis paulinoi	2093433	EXACT	1	NA	NA	NA
deschampsia antarctica	deschampsia antarctica	159298	EXACT	4	NA	NA	NA
desert woodrat	desert woodrat	56216	EXACT	2	NA	NA	NA
desmodium heterocarpon	desmodium heterocarpon	499991	EXACT	1	NA	NA	NA
desmodium pulchellum	Desmodium pulchellum	NA	CORRECTION	1	Desmodium pulchellum	NA	TRUE
desmodium tortuosum	desmodium tortuosum	670327	EXACT	1	NA	NA	NA
desmodus rotundus	desmodus rotundus	9430	EXACT	1	NA	NA	NA
desmonium incanum	desmodium incanum	564662	CONFIDENT	1	NA	NA	NA
desulfurococcales	desulfurococcales	114380	EXACT	1	NA	NA	NA
diacarnus megaspinorhabdosa	diacarnus megaspinorhabdosa	1325596	EXACT	1	NA	NA	NA
diachasma alloeum	diachasma alloeum	454923	EXACT	1	NA	NA	NA
dialictus sp.	NA	NA	CORRECTION	2	NA	NA	TRUE
dianthus caryophyllus	dianthus caryophyllus	3570	EXACT	1	NA	NA	NA
diaphorina cf. continua	diaphorina citri	121845	CONFIDENT	2	NA	NA	NA
diaphorina citri	diaphorina citri	121845	EXACT	27	NA	NA	NA
diaphorina citri kuwayama	diaphorina citri	121845	CONFIDENT	1	NA	NA	NA
diatraea saccharalis	diatraea saccharalis	40085	EXACT	1	NA	NA	NA
dicentrarchus labrax	dicentrarchus labrax	13489	EXACT	13	NA	NA	NA
dicentrarchus labrax (european sea bass)	dicentrarchus labrax	13489	CONFIDENT	2	NA	NA	NA
dicentrarchus labrax (sea bass)	dicentrarchus labrax	13489	CONFIDENT	2	NA	NA	NA
diceroprocta semicincta (cicada)	diceroprocta semicincta	946270	CONFIDENT	2	NA	NA	NA
dichroplus elongatus	dichroplus elongatus	144584	EXACT	2	NA	NA	NA
dicologlossa cuneata	dicologlossa cuneata	153209	EXACT	1	NA	NA	NA
dicoma anomala	dicoma anomala	1184223	EXACT	2	NA	NA	NA
